,achievement_count,athlete_count,athlete_id,average_cadence,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_lat,end_lng,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,location_city,location_country,location_state,manual,map_id,map_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_lat,start_latitude,start_lng,start_longitude,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type
38,0.0,2.0,23312763.0,87.2,172.6,3.059,0.0,0.0,1.0,6452.4,2152.0,11.8,6.9,52.2,0.13,garmin_push_4750282510,0.0,0.0,g6474974,1.0,0.0,0.0,3266607177.0,9.0,,,,0.0,a3266607177,stq}HapWVN@DDn@Ch@DHRHFHH@XI^APCTKb@Cd@GCD@P`@x@Jb@L`BNfACvBVfA@\d@ZTFf@K\M`Aw@Xb@VlBb@lAHh@?v@At@]|AYpBaBjGOr@G~@A|BOv@_@j@w@j@_@b@g@|BY~@EVC~BUp@y@hAWn@gAZc@\q@zA?RRr@\Zd@Db@MLu@F}@EaAWk@O@WLa@Xu@|A?NRp@\b@b@DZC`@c@L_AAa@OyAEGICgA^q@pAE`@Vt@b@XZ?d@CTo@H{@G_AWk@g@Fa@^{@xA@JRn@Zb@d@?f@EZg@JaAGaAGk@MMSBe@N}@rAO^X~@\Zf@Dd@GPo@H}@KsAEKQSc@P_@Z[j@Up@Db@Xh@b@Lb@?`@UPs@B}@Iy@_@e@g@Pc@`@[h@Wt@D\Vj@`@Tf@Ab@OPi@Jy@I_AQs@e@?g@Vu@`BE\Xn@b@Zf@Ed@OHSHe@Dc@I}@K_@e@Si@T[n@a@dA?NVn@PRZ@h@C^[Ji@@YEaAA]Hx@Cz@Oz@[^i@Ea@WQ[Qs@n@{A`@c@VIb@NP|@?bAM~@Wf@i@@c@O[i@Kw@Pw@\i@^]f@EPDRr@Dt@Eh@Qt@UVe@Ce@MYs@Ew@t@oAf@WRE\\JXBz@Mx@Sp@a@Rg@KUMSq@Cw@Vq@Xg@`@Qb@NRf@D~@Oz@Yp@KDg@Ea@USy@?g@t@wARKd@Ib@JHZBj@M|@c@hAOHiAWUm@QuA@YF[LwBTo@rBWd@Ab@Db@ED{@G}@@y@Ny@Ni@RcATs@bBeAPa@`@wEB_ADw@d@qCv@sCXyBT{B?c@I{BKaBG?a@Te@Le@BYO[B[L_@UW{D@aAAwBGy@Mq@ECe@?iATmA\e@FQGGm@I{A,191.0,5.3,2109.0,Corona Run XII: Pyramid 🔺,0.0,0.0,0.0,2.0,2020-04-07T13:52:37Z,2020-04-07T14:52:37Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,6.8,0.0,0.0,Run,3492198809.0,3492198809,3600.0,everyone,0
37,8.0,1.0,23312763.0,87.4,170.9,3.083,0.0,0.0,1.0,10477.6,3399.0,19.0,6.9,52.2,0.12,garmin_push_4754388600,0.0,0.0,g6474974,1.0,0.0,0.0,3270523244.0,14.0,,,,0.0,a3270523244,csq}HmqWC@HdABvA@LDD~Ag@v@OPOd@CHETYB@DJF`@PtBD|@NlBGhA?d@RdBb@@jAi@vAaAbBaAb@Qr@_@XW`@Q`Am@n@K\APFd@APq@PyBOy@BO^e@^Sp@sAd@[dAWd@W`@e@RIb@NlAFf@?jAWx@o@b@AlAHzDQ`@PjA?`AMfA]d@Cf@L|@HjAVfCZdCz@j@DXm@hAYvAIrAZrChAb@Xb@Pf@Nd@@XU@{@C}DB_ECcA\]T?d@Jd@GnBf@d@Rf@JpAd@hB`AfAx@dCzAdBnAbDpC|B`CpCdDfDrEhA~Bx@lAj@|@p@dBDD^@dBvDTp@Np@En@`AlCl@fCbAzCp@pCZ~Aj@jBLfBRp@Hn@Px@RpA\pCNt@P|B?rAZbDD|@L~@H`ALx@A`Ad@l@Vt@CFEA[k@]e@Wk@IGe@aB_@_@gA_@k@q@_@]GKeBuAc@Yy@Ug@[WWc@QiAYe@Ae@Dg@NiAM[Dg@EsA?u@EOBc@AkAD}AAe@Bc@JAF?d@Rp@Xj@d@fBXh@\d@b@^PR`@z@Pv@G~@M~@AdAi@rDRt@Hz@?zCLz@Zf@^`@Vn@B~@[xD_@|C?PUvBG|@A|BMxBQx@Uj@MLc@Ta@V[n@i@rBO|@OfCWxBU|BKr@?|B_@P}@YSAg@JGHK^Wp@Ot@e@jAKJs@a@_@c@}@c@_Bk@s@Fa@^]l@_@?_@g@]]a@YYK{AYmAYe@EgA[iCi@w@e@w@]]UgAe@a@Wg@Oe@EmCk@g@Wc@Yc@a@sAcAcCuBa@c@c@]gAa@e@Wa@]{BoA_@]eCcBaB{AYq@_AgA{BeB]Ui@QiASoBk@UK]Yq@{A_@i@}@aA}@wAWq@Qs@gAmC_@oASkAKy@Oy@I}@s@_BM{@[sFW}AB_A^u@B}@BAFu@?SH}@CeAL{@?_Am@sD[{@Qs@Ww@w@}A_@UeEj@IS@aAN{@Le@Jy@Tq@^_@r@UXe@Fg@JcED}@n@gDTu@Xk@FMv@wDHaAI_Ba@uDMy@c@@c@RkAZc@D[c@OgAMaB?s@MeBKmCgANoAXY@,187.0,4.2,3399.0,Corona Run XIII: Lunch time 10km,0.0,0.0,0.0,2.0,2020-04-08T10:40:23Z,2020-04-08T11:40:23Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,22.7,0.0,0.0,Run,3496330068.0,3496330068,3600.0,everyone,0
36,11.0,2.0,23312763.0,88.9,172.8,3.173,0.0,0.0,1.0,6269.5,2088.0,11.8,7.2,52.2,0.13,garmin_push_4764225155,0.0,0.0,g6474974,1.0,0.0,0.0,3279862079.0,8.0,,,,0.0,a3279862079,avq}HonWCh@F\Ah@BTHJF?RDxAQl@Iv@UF@^j@Z|@@z@X`DCr@Vx@R^d@@`@`@jBs@HFDNTxBLt@H~BCz@o@fCKb@CfAMv@m@fCMv@StB]vBUl@QTc@^_@h@St@I|@Mn@G|@Ih@[h@Hn@@`@Kv@e@vBmAvEQx@]tBUzB]pAs@kAK}@}@uCO{@Kw@a@qBWs@Qs@G_AJM`Eg@^a@b@UpBa@ZEd@Bb@TA^Ir@}@rE_AhF[zBIx@ETa@UYc@Sq@Wu@[m@Us@q@mDM_A[}AG{@XMb@ExA]f@CNBLG`@Wb@Qf@Kf@Ed@LVT?ROt@}ApGo@xCKh@GbAMpAG~@EJGA[k@mAyEMw@a@iBaA_FD[^M~Bi@b@C`@[`BUb@Dd@HP`@eAbFsAtFM`AWfEIJIEU]Ss@ESAi@My@Mi@i@aBQu@AUWiAOgAk@eB@_@fBe@b@If@Gd@Bn@UfAUd@Ex@JHB?NaB~Go@jDIn@EfCG~@Of@g@m@Wo@Em@G]eAwC}@cDe@aCEw@fAc@f@Ot@Gd@Bf@QpBe@xAH?BHc@JwBFk@Jk@Rq@LcARq@HMPOp@[`@_@Nw@LyB@_BH{@p@aDj@aEd@eBDS@{@E_Aa@yEAGc@I_@RmAXe@Nc@CYyBCkBBuAG}@E_AKw@eBZw@FiATIMQyB,193.0,4.6,1976.0,Corona Run IV: (500m on: 200m off) x4,0.0,4.0,0.0,2.0,2020-04-10T13:18:41Z,2020-04-10T14:18:41Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,6.5,0.0,0.0,Run,3506175495.0,3506175495,3600.0,everyone,0
35,5.0,1.0,23312763.0,84.7,165.2,2.756,0.0,0.0,1.0,17005.9,6370.0,14.9,4.6,52.2,0.13,garmin_push_4768442007,0.0,0.0,g6474974,1.0,0.0,0.0,3283857489.0,14.0,,,,0.0,a3283857489,usq}HeqWSw@]iD_@aCU_@q@uBGsAi@_@cCtByAvBq@d@_@DyAm@eAwA}@oBiCgEgGmGe@mAs@SqBkBeAa@]_@y@oAa@]{CwD_CyDeAuAqAcAo@iAa@{A_AiA]]g@SwAqBgAkAc@I[T_@Oe@p@j@}ARQWuFk@qCK}B@}@s@}A?aBVcBEy@y@oCK_AkAeBa@b@sAdDa@JyAhEc@Y[i@{@q@iBeBi@jDcACm@[yEaDeAwAeBsD_@_@sCkAwASsC_CsAz@}@~@cAuCgBgIAaCG{@q@{Gg@oD{@eEsA_DOaAy@}Cs@mGK]][k@dAyAdEWXo@e@qDyA]Dq@d@w@kAgAcAc@dAGFy@g@[`@RbAG|@Up@y@fAuBnGiBvCYX_@g@eAsBEQAw@uDqFcEdK}@zCiBnIu@bC[f@a@QoBaCy@wAcBgAoFyIcBcB{AoAiC_Bc@k@eHyGQAuFaFyIuF{A{ArCtBfAh@\HVs@nAwFXqBl@aBSq@EaAl@yEPw@P_EEuCXaC`AoCZm@bEgG^]J]m@w@qCgC_@AoA{@uAk@yAqAS`@e@Jc@KOUc@Hq@z@]X_F}Bg@Ic@FcAW{@@{@t@?|@g@pEAu@ReDAy@XW^HbAhAl@@Xp@n@|BEx@^bC_@xD?|@K|@s@GaAd@]tBFXl@v@VhA~@|@rFxDpE`Cl@MZsBx@oA?wB`@[b@BC`Ci@tIJ`AC`B_A|Bi@rDc@lB_@xDfDtB|F|Eb@N|CxBtC`D`GpFpH`KbCbC`AvAxAzAv@bBdBtCfCnDRPsFaP~BkKlCyIvCwE|BcCx@uAtB{BxCuBjEyAdDg@nC@n@VNr@rFnA`@VTv@h@xC\lC`@nB`C`Ir@fDXvB`@lBNxBd@jBH`AG|@LzDr@fCb@lBXn@TtAd@[|@kAf@Mb@HxB~ApEvApAlAVt@f@j@^v@|B`ClBnA|BdA`@\zBvCt@~Al@fBp@`DTpB?~@Q~AOxC@~@L|@Xn@b@tBn@~ALz@JxDCz@lAxGzCpT|A^zDJ~De@nDhBnA|AlClBb@N|@bA|@oAb@_A~BYnQ~Ab@?|@K|@l@hALtBkA`CyCb@a@d@Kv@lDbAjDdAhMCVp@QNMAQ,184.0,4.6,6171.0,Corona Run XV: Up to Milton,0.0,0.0,0.0,2.0,2020-04-11T10:10:15Z,2020-04-11T11:10:15Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,28.9,0.0,0.0,Run,3510403210.0,3510403210,3600.0,everyone,0
34,2.0,2.0,23312763.0,86.5,162.0,2.809,0.0,0.0,1.0,4879.5,1737.0,18.6,10.7,52.2,0.13,garmin_push_4774061640,0.0,0.0,g6474974,1.0,0.0,0.0,3289356714.0,11.0,,,,0.0,a3289356714,msq}HqqWXpCBHH@JFD?PIb@E^Yb@Of@RXOHB^lBJ|@Dz@PlBDjACxAFHd@AZQn@WlCwA`@Yf@WdBaA`Aw@d@@d@Db@OXWVs@\k@Ho@Dw@b@e@b@WV[Tm@Ps@`@SbAcA`@Kb@Jl@Hf@AnAKb@S^]f@Ip@HpAF`@Gf@Fd@El@Ld@DpAI|Au@hAG`AA\BbAl@h@Nj@Fh@Lz@Ff@Nf@Db@Ad@g@ZG\BtA?d@Db@Pf@?j@\n@l@jBdAb@Hj@YJALKRy@J}@Tu@Ny@@}@NyC\wBC]c@We@Gq@@i@E]MqBc@g@QgBs@a@_@sA{@wAWe@Cc@Oi@a@a@Qc@[gA[c@g@c@SypAkHCv@pBzKP`@IhBF|@Yr@]d@k@nD@h@LbChBpG,204.0,8.5,1737.0,Corona Run XVI: Sad GPS,0.0,0.0,0.0,2.0,2020-04-12T10:27:31Z,2020-04-12T11:27:31Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,7.4,0.0,0.0,Run,3516188732.0,3516188732,3600.0,everyone,0
33,8.0,2.0,23312763.0,92.2,151.2,3.661,0.0,0.0,1.0,5008.2,1368.0,12.3,6.9,52.19,0.12,garmin_push_4782377584,0.0,0.0,g6474974,1.0,0.0,0.0,3297314631.0,15.0,,,,0.0,a3297314631,w}q}Hm{Vc@p@a@^kBbAc@Zw@r@wAxB_@h@_@`@y@vAWl@]d@eA~@}@bAg@\a@b@a@ZgAn@e@Bi@Fe@LyCJi@JiDLUAs@We@GkA[g@?m@UYGg@Sc@GyB`@e@Bc@Cc@IgBy@c@\gBtB_ClDWr@}@tAa@d@Up@e@fAT|@Z|A@~@Cx@Nz@\n@Lv@XvBPv@Xn@\j@l@d@bBPf@JzAl@h@Nf@Nf@Dh@MhAa@nAQbB[d@Gh@AnAIf@?b@Ih@ClBc@xCu@xCaAbEgA~Am@`Ac@n@KfAi@lAy@\Mt@Gd@R`C|Bf@?Xg@N{@F_A\sHt@sINy@Tw@Ns@LaAN_AF_A?cCSaCQ{FI{@B}@`@_@nDApBM`ACvAK`B]jCaAjAw@hAm@j@a@z@Qf@Qb@G\GTCRGd@@h@Zd@`@d@VlClBd@XZXf@Tx@f@bBt@b@T^Zb@PfAp@~BjAd@HhA^,200.0,4.9,1368.0,Corona Run XVII: Chasing 5km PB,0.0,5.0,0.0,2.0,2020-04-14T11:45:49Z,2020-04-14T12:45:49Z,52.2,52.2,0.12,0.12,(GMT+00:00) Europe/London,7.5,0.0,0.0,Run,3524604395.0,3524604395,3600.0,everyone,0
32,5.0,2.0,23312763.0,86.9,159.1,3.103,0.0,0.0,1.0,6262.3,2167.0,11.8,7.2,52.2,0.13,garmin_push_4786857173,0.0,0.0,g6474974,1.0,0.0,0.0,3301802777.0,8.0,,,,0.0,a3301802777,itq}HgqWH`@Fr@@~@NV^@NCVItCq@b@zAf@vH@v@Hp@NVb@Jb@Kd@Qv@c@ZEBz@h@rCJz@A~@Ir@M\Ol@G|@Sx@k@zAs@~CIxD_@pBYd@cAx@Yj@SdA]vAIv@C|@StAUp@OrA}@pE[hAMt@_@tFId@S@SSYq@Sw@Qi@yCmMCa@rCYlAALI`C[n@@ZFKz@Kh@aBxHOdAIx@ErAKrAId@y@iA_@_Ao@kCO{@i@wDe@mBUm@d@O|BYP@lA_@pAO`@?j@HLD@D?J}@tDiAbGKjBCx@MbBCLEBWUYa@Wq@Sq@{AgGQy@K{@_@eBEo@|AKv@Oz@Ib@SbBOn@?b@PK`AmAtEo@`DGl@YtFELa@c@{@_BQu@C_@a@{BSgBeAuEIS@CnAKf@Mh@Gf@Af@ShBW|@JPIEHsAAuBZa@Ne@C[FkAHUBUFHx@\~@tAzF`AbFXf@ZPBINuBPuDjBiHTsAb@kB@_@EaAJw@f@mBH{@Ze@`@QVQ`@_@Tm@P{BDmC\kBzAgG^qEi@iGkABqAVc@RW@UsBIiD@]SqDOa@_Cd@yAf@OE]iC,192.0,4.9,2018.0,Corona Run XVIII: (1 off: 1 on) x6,0.0,1.0,0.0,2.0,2020-04-15T10:56:28Z,2020-04-15T11:56:28Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,6.5,0.0,0.0,Run,3529317537.0,3529317537,3600.0,everyone,0
31,7.0,1.0,23312763.0,86.2,170.1,3.036,0.0,0.0,1.0,10119.6,3336.0,19.2,7.2,52.2,0.12,garmin_push_4796405724,0.0,0.0,g6474974,1.0,0.0,0.0,3311352460.0,13.0,,,,0.0,a3311352460,qsq}HaqWJr@@xAHRbAMZK~@Iz@MXDF~@Lz@LxBLv@@`AEx@Jr@Xf@`@Tx@Wr@_@d@Q@?BDDr@h@xCHx@@|@Iv@Ur@Ot@Ij@wAjE_@~AAdA@x@C`AGz@Ov@a@\a@VYV[d@Oj@It@_@`BAx@FLRDNCb@Kd@Wt@Wf@Kb@^hAdCTn@\h@Nx@n@`EQ~A?z@I|@?z@CNGBCx@Mf@[b@APp@`Ef@vELr@LVh@tBf@hDNt@Vr@`AjEZj@r@fAfA|Bx@z@lCzAlAZn@Hd@Nd@VdAlAb@X^\p@~@`@Z^^p@f@`Ax@^`@zB`Ab@Fb@Xb@PfAn@`@X\j@bBxA|@hAnAbAxAdAhA`@nCp@pChAdAd@`@VtCt@t@NZJz@N`@TzATb@VvAjANKZg@^]PA`@Pb@Ld@DvBdA^Zb@EPy@XqBL]NQx@?hAFb@[DaCJ_ATgBVsAP_CJ{@V{AXeA^e@p@g@^a@Xi@^mBBeBE}@FoALu@N}BNs@JyAN_AB}BOy@cA_AUw@G}@D{BC{@G_AAaAPs@b@mCJ_CWs@w@_B]a@_@_@[i@[s@_AuCTq@bAEd@FlA@b@Cv@Bd@Ab@HzDJfAGl@Ad@Cf@Db@Lb@T^^d@@f@Jb@R`Av@|@lA`@Pl@Jb@V`Ax@Pr@?T|AhCTj@@AEQ{@aAB{@Eu@?_AK{Bc@sF]eBq@iFcA}EE}@i@mBSk@a@qBe@kBsAwEeAwCoAaEYs@wAoCMk@a@_Ay@mAWo@uAeC]e@m@mAw@uA{@qA_AgA{BgBkDkD_@]gBsAoCkBuDmBiBw@sBs@e@Ma@?c@Ja@OEBUp@C|BKdCCbCSp@g@Ne@Ig@MeDqAg@Ce@IuADiAZa@F{Ae@w@Mc@Ae@Mg@Ku@Gc@MS@i@Ks@UcBJk@Lc@Pw@F_@SkAFkAEg@BsBC[BcAv@SHi@HaACe@@c@AWKw@l@eAb@c@Xa@b@y@lAa@^Yh@DbA_@jBo@d@oARa@VyAfAc@TaAr@iAn@q@^i@^a@Ru@Xe@HYAKK,183.0,4.0,3333.0,Corona Run XIX: Refreshing headwind,0.0,0.0,0.0,2.0,2020-04-17T11:41:00Z,2020-04-17T12:41:00Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,19.4,0.0,0.0,Run,3539350657.0,3539350657,3600.0,everyone,0
30,24.0,2.0,23312763.0,85.9,166.8,2.877,0.0,0.0,1.0,17224.6,6098.0,14.9,3.8,52.2,0.13,garmin_push_4806716536,0.0,0.0,g6474974,1.0,0.0,0.0,3321451712.0,14.0,,,,0.0,a3321451712,wsq}HupWXrCAXGJmDlAsBd@Wd@AxBJvDM|@uB`AsFjF_ArBmAfCiA~A{BxBcBlAa@f@e@AqCx@iAEaCVuB@mA{@i@A}@Yi@@aBcAcBC_Cl@w@Qg@@c@Q_@g@g@Fa@Xs@pAgArAu@nAe@Vw@eAoAw@cAc@a@Iy@BWQy@qBAqA]a@aAqBs@aCOmAC_AS]Oo@C_As@iFYuEAqAMkBb@yG~AoJfAuC^i@`CoCrByETo@b@oBb@wDXsJ_@iFKu@e@kBq@aAYs@M{@KsBF}BTyBEwB[{B[}AaAwCyA{BaB_BgFiCa@YyBuCWu@sAcCu@s@aAc@{B]cDcCmBpBUNSQ[o@cBeGKuBCkEm@eECaAOsAYw@aAcFkAqDw@oBq@oDWcD]kBi@kBm@?wD_A_@a@Ou@gBI}DPg@GcFaBcIAiBLiAd@[h@uDxKiA`CsCfHQv@}AbEc@xAkApCi@x@{BmCc@_AkBsCs@o@{C{DkF{DmCsCs@k@c@Ka@[}DmDcAu@eB{@QUA}@b@aD~@{Ef@yAFq@a@a@h@sBh@iEj@yRZsBnAcGRu@f@eA~@ZzCfEFl@Fa@a@eAw@o@aDyCe@M_@]mBaAe@Kg@[]m@MEo@\a@D]]m@HaAlAG?_@WsBy@u@Sa@Y_ALqB]eBl@w@s@Wq@Ts@jAmCrBeE|@iD`AyCNw@Zq@b@uAZcDRmDfAkDjAiEnAiC\i@`@_@LDl@fBR~A`@zF\pBfBdFzCfFnCzD~@~@hAj@lAL`BAxDh@fB\fGlBb@?`KtAfB|AZf@j@tB`AxCf@jCrAjCd@TdALb@E`DiAdCg@hAo@`AWnB@b@Nb@\\f@l@fBn@bD\bDr@|CpDtSZnDZpBTrB`@|FLvD^xD\zBRx@t@`Cr@|A|@vEZrDBzANtBLxDZnBD`ACvBF|@fAzDj@fCRt@`@EnAmAv@GtBrAxDt@|AnAr@vA^b@vAxBbCvBdAj@lBz@~@`ArBpCdAlCJx@Dx@Pz@VxBAhD]zDBXr@bBd@nBn@`BPt@L|BB~BzAtK\hBdAbJ`@vBpBf@n@BlECvBUnDjBhAlApAfA~C|B`@OfAkCRQd@AtGb@zJdAlAApA~@b@G`BkAd@I|A{BfAw@d@?N\Lh@XvBlA|DZpBXlA,185.0,4.5,5987.0,Corona Run XX: Getting lost in Milton park,0.0,3.0,0.0,2.0,2020-04-19T11:46:55Z,2020-04-19T12:46:55Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,18.3,0.0,0.0,Run,3550012983.0,3550012983,3600.0,everyone,0
29,11.0,2.0,23312763.0,87.2,170.2,3.009,1.0,0.0,1.0,10495.3,3492.0,19.2,7.2,52.2,0.13,garmin_push_4822336799,0.0,0.0,g6474974,1.0,0.0,0.0,3337330909.0,9.0,,,,0.0,a3337330909,ssq}HqpWTvCDFj@Gr@M\O^MT?x@IFBNz@BfATdCB~@GpB\v@d@MtAe@fAe@b@Ur@i@TK~@o@b@SlA{@^QdAIf@Kd@UVo@VgABy@Pu@NIh@gALYNUd@Sb@MfA{@NALFP@tBSf@?n@Qn@k@HAlCIhBM`ABr@Td@Cd@Gf@Md@GVKf@?PBd@?lACf@Ld@D`APf@BPFd@JpAh@t@NN]hAUh@CZ?dBJnCt@nBv@f@D`@YLw@T_CPkEG_AHg@h@@VElBZjBd@ZJrBbAfDjBVTf@l@^ZnEbE`@\~@dAzB~BtBxCnApBvAvBr@zA\d@Zl@Xn@Tx@|BxEXr@nAtEd@vAPx@lA`Eb@lAz@~Cd@jCHz@B~@Pz@Rt@L|@Px@`@tCTxBd@rDNnCH|@L~@APKNCPPt@Zl@@RE?u@}A]c@_@YCWQs@aAo@][w@{@qAmAiAm@c@Oe@Eg@WM]a@Uq@Ue@KkAEe@HkACuBNg@@c@KcEOiAJg@BDp@\d@`AlCHP^h@`@^hAxB@z@Gx@YtBe@lBKz@Lx@Pt@Dz@BlBJx@Zh@b@VTr@Fp@Qz@Gx@eAlIE~@SrBEnBUtBYl@[b@e@\]`@Uh@Kd@Qv@Kz@StC[hBKt@Iz@GzBE~@a@^kASy@BYh@i@fD]\e@Ia@SqAw@eA]s@Yg@L]^[d@GB]ScAy@cDs@y@Iy@[WGYC_JeDcCs@kBs@gBmA_EoD_@][m@_@_@gBcAqCiA_@a@e@Uc@]gB{AaAgAU]yDiDc@SeAOiAa@kAUa@WOMgA}AuA{By@kAo@wAKw@Qo@MUWs@_@aB[oBy@cDK{@@c@G{@YuBE}@SyBDw@POHO^mB?{@Dy@Nq@F_AAQUy@E_A[oB[q@Yg@iAmCYg@WM_AXo@Lu@Xg@HEKBe@Jw@d@iBD_@Lo@\c@`@W`@_@b@aAXiBJaAEaANw@RuBTu@p@eBTw@L}@BaA?{@I{@e@wCCcAGUME]FkAh@kAd@M@GKOw@Ei@Ae@BaAEaAQgASu@EsBc@@g@Le@PqBZGIM_A@}@Eg@,185.0,4.0,3488.0,Corona Run XXI: Sluggish 10km,0.0,4.0,0.0,2.0,2020-04-21T11:13:54Z,2020-04-21T12:13:54Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,20.3,0.0,0.0,Run,3566722800.0,3566722800,3600.0,everyone,0
28,5.0,2.0,23312763.0,87.1,171.6,3.245,0.0,0.0,1.0,6191.5,2050.0,11.8,7.2,52.2,0.13,garmin_push_4822339720,0.0,0.0,g6474974,1.0,0.0,0.0,3337333970.0,6.0,,,,0.0,a3337333970,osq}H_qWL^DZC\L|@DLLD`@?tAk@lAYNANTPz@RfDH^Fn@A~@Hx@CfAFHf@WlAe@jADDBBr@N`A\lBF~@?j@K|@O^_@vBcAhDq@tC@z@C~@OzBSp@_@`@_@V_@^KPW|@a@rBIv@?x@Ip@y@|CmAjG]bDM~BIx@KRs@o@CG[aAs@uCe@_B]eBa@iDAU?WHEVG`@CjAQb@?hAWfAIf@?d@?LDa@pB]pB{@pDO|@K|BQvBMd@a@a@EOMy@m@}B_AyDO}@IcAe@_C@KBAhAEz@MVAxAa@f@Ef@A|@DLJIx@s@~Ck@nBc@tBYpDQnAEJI?IIMQsCcLQqAQs@SmAHI^?~@KnAE|@[lBOd@B^F@DKl@gAxEo@nDKx@MzBQdBG?QM[_@_@aBYu@y@{C[gBG{@o@kCNWn@AhAMbBMzAUb@A~@JKr@e@dBw@tDOz@S`BG|@_@bDOIMMs@cCq@iBcAcFKw@c@sB@ENEh@ChASh@EjDm@dBHLm@@YA}@@}@Ly@Pu@PgADMV]b@c@ZSVWPu@R{D?_AlAwEj@kBH{@V}AH_A?{@WcBUyBK]c@KqBz@a@Va@KOi@E_A@}@KyCO{@CoBESe@?iBXyAb@IAIOIk@Aw@CE,193.0,4.6,1908.0,Corona Run XXII: Pyramid 🔺,0.0,0.0,0.0,2.0,2020-04-22T17:11:21Z,2020-04-22T18:11:21Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,6.4,0.0,0.0,Run,3566726033.0,3566726033,3600.0,everyone,0
27,0.0,2.0,23312763.0,59.4,97.8,1.425,0.0,0.0,1.0,6017.3,4230.0,11.8,7.2,52.2,0.13,garmin_push_4830396108,0.0,0.0,g6474974,1.0,0.0,0.0,3345669101.0,4.0,,,,0.0,a3345669101,g}q}Hw_WE~@Az@]Zk@GE\cAjAc@Ei@Vc@j@[r@_@`@Qn@[j@cAhAUr@[b@[H[h@Qr@]b@c@RiAJc@?Y`AUlAa@TCd@c@BgASe@ESj@W?c@U_@Ae@b@g@CmAZ[S{@Ec@B_ASa@CGF{AeBc@Aa@Oc@Wg@Z[Ka@d@c@T_@`@M?c@G}@Q_@?Wo@IBa@UWBOl@S^Ol@g@?MHYfASl@Wh@SR?DYn@_@FOHMt@W|@Bx@O`@i@l@CVQTq@IJZF~@BGL|AKz@D`@DVZf@Nn@HnATr@Jz@Xr@Zd@`@\d@Rl@?TAVFF?d@NLAbA\b@V`@Nb@Lx@J?DDR`@Ib@QLM`@OZEb@Ob@Qb@?b@Dd@A`@A`@IhAIdAAb@Dp@Wd@CHIH?d@U`@Oz@Ob@OXA`@VBtBRr@@XGfBTlF?|@Hx@C|@Dz@EfDHx@H`DFr@B@d@Cb@NZFb@Kz@Vj@H\Eb@?LCb@BTB`@PnALLCb@HbAGh@H^Rb@@fAC`@@d@Hb@Aj@JLGd@Pd@FbAAFq@A}AF{B@y@F}@FwBJw@F{@?}@Hy@AuAHmCDmBEe@DEFa@TmCJy@B}@ZoCZkAn@iDv@cCF_D\mBVq@Ju@Tk@v@a@b@[Pa@By@Fw@AwBDc@H]XwBRu@f@qAHiAp@}CD}@QsBMw@Iy@@c@IEEEa@GcAj@WHm@F_@SMYE]?a@Gg@B}@Gw@Qq@BiAMa@CoAGK_@JMAe@RUBcARQ?e@Ia@sCKSAe@J`@NJA@,118.0,3.1,4224.0,Afternoon walk,0.0,0.0,0.0,2.0,2020-04-23T16:09:21Z,2020-04-23T17:09:21Z,52.2,52.2,0.12,0.12,(GMT+00:00) Europe/London,10.3,0.0,0.0,Run,3575366161.0,3575366161,3600.0,everyone,0
