,achievement_count,athlete_count,athlete_id,average_cadence,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_lat,end_lng,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,location_city,location_country,location_state,manual,map_id,map_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_lat,start_latitude,start_lng,start_longitude,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type
14,10.0,1.0,23312763.0,84.6,169.7,2.884,0.0,0.0,1.0,15012.6,5343.0,20.0,3.7,52.2,0.13,garmin_push_4906443506,0.0,0.0,g6474974,1.0,0.0,0.0,3424617875.0,13.0,,,,0.0,a3424617875,wsq}HirWB{Ae@gES{@i@sAq@gCWm@i@Na@Vy@~@aAv@}BnCg@CUKYU_A}AsCoFqC{Cw@_AAg@Uu@u@gAMi@IsAP_ADq@Ji@h@oBhA_FVo@dCaIH_@f@_Bb@iBtAmDR_BbAwCNu@Tq@r@kDxBiJX{Bh@mBJiAZoBH{@AE}@o@]e@yDgA_@g@c@YeA[{@_Ae@W]g@kAo@{@QgBFc@JS|@uAJgAf@c@@c@MkCoAiA[a@W}DeDeB{@gAq@]c@]aAK_A?{@C_AcCXuEVkAQc@]{DaE_Cu@{CmB_@_@iAc@eBcBuAu@_EuCUm@?_@Hy@{Bu@sAo@qCgDOw@[e@Ym@yAcEg@eBw@w@yAmCSw@MgCAw@YyCK_EMsB?_AE{@I{@Qu@S{BYyEKc@SgBWeAKy@{@qC[m@cAo@gA{@gBmAoBi@qCiAYk@OMa@@]JaAd@c@\g@De@GsAo@eA[SMyDYqBo@HJp@AFImDiAqC_Be@SgAw@gAg@kAy@G??^I`Ag@lBe@HcD_AoCgAg@GmCHyCSeDPmA[mC[sDI}@y@]c@aAcAs@}Ai@iBQOwB}Dg@IQDa@ZK?[iAGEKPEEc@mBu@uFa@oDiAkG_@g@iA_@c@Gh@Hv@Z`@`@p@lAf@nCb@xDTpDHf@p@vCn@dBNr@Vn@f@x@lAdCvAxBt@vA\b@nAfAlAVxCChBRbDl@~HbBjAb@pAXzCBv@RbAr@`@b@\j@|A|DbBtGVn@Zn@XZb@PlADjB{@`C{@nGiAd@ClAj@V\n@~AvAvFb@vDnAhGfA|Gb@pB`@vDDz@v@xHVrDJhDTpAj@dFNv@v@|Cd@~@`AzCJv@T|Bn@tN\vBBdCLbB|AtGL|@FHr@Y`AiAF@|@VbCxArBXjA^`@VZb@x@nAn@pAv@hAXNz@dAp@X\ZfC|AfAz@bBzAt@zARv@jArID`AAbAQvBE|@D~@n@lBt@bDTp@H`ADzBPvBn@`Dh@pD`AhHz@tHVd@dGl@pBYhAI^JlBfAj@PfCzBxB|Ad@l@l@RHCVWb@qBXe@hAD`CXfJb@xBVn@?NGNNTBf@d@nAZf@GhDiDlCsBXt@@\h@pCf@jBb@~DX|DFl@Rr@IAy@oF,207.0,4.1,5206.0,Corona Run XXXIII: Hangy run after virtual rugby club dinner,0.0,1.0,0.0,2.0,2020-05-09T13:08:48Z,2020-05-09T14:08:48Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,25.7,0.0,0.0,Run,3658209817.0,3658209817,3600.0,everyone,0
13,1.0,2.0,23312763.0,85.0,157.2,2.977,0.0,0.0,1.0,8638.5,3008.0,28.6,6.0,52.2,0.13,garmin_push_4911655257,0.0,0.0,g6474974,1.0,0.0,0.0,3430030236.0,13.0,,,,0.0,a3430030236,msq}HgrWHfCD^?FMPoAh@i@NYJq@Ja@Nm@NONKn@BdBH~@DpBGz@OV[ZmAx@y@v@c@ZaAbAy@v@SXw@tA]f@w@~Ak@bAa@b@eC|BgAx@m@h@e@Te@HaAT_@RWHqBD{AXg@Ng@DiAk@e@Og@?c@KoAu@UEAKc@k@WGc@P_B?e@FgA\c@QOQWGe@YeAOa@X}A~BMVa@b@iA~By@zAaAjAo@|AOj@cAdAo@bA[l@]f@yAdBa@U]uA?UPYLo@Ew@VQBFQBK\Nn@CVYh@AJVdAJV@FGPe@^WL_@Vs@l@kBhDUl@o@xA]dBINg@HmAUs@Gc@BY?kB]_@?qAGq@Kg@Ci@Bc@AaAMg@Jc@CkAA{@KqBi@qB_@g@EwAYiAQuAMe@OeCMg@H{@UsCIe@@iA?g@F_@Bw@LkBHgANsAdFYrBq@nBY~AUv@EjAZgBBc@Py@\sBv@cCZkBn@iCHOhAElEWV?b@B^Ab@@nAOb@?`@Bf@Jd@?d@EhAHb@Hb@PlBRdARb@LpB\pBRnDn@h@Bb@Df@?b@Nf@DjDL~B?lAHb@Wf@GJ@d@K\@j@T`@MV]jBgF^k@Tk@^c@z@q@d@MNGjAy@PGXSxAwBZk@^i@^a@HHRv@Jz@D|BXn@Vp@Vj@BLD~@Hr@h@hBTf@RX`@ThALh@Bl@NNCf@Nd@TtBd@h@@dAm@l@}@`AWtCGlAKn@FnAAxAUjAa@b@In@_@tDu@t@S~Bu@zAk@h@Od@W`@C`@SdA{@h@Qj@Gd@O\c@Ny@@w@Ly@PyBLw@RaCt@aBZo@`@]b@U^g@^]`@m@JQP}@Dy@H}@BaAG_CG_A?aCI_A]_CAo@Xi@b@@XId@a@Jw@?_AYyDDuB`@c@dAg@By@E}@CY,175.0,4.9,2902.0,Corona Run XXXIV: Miserable.,0.0,1.0,0.0,2.0,2020-05-10T13:03:25Z,2020-05-10T14:03:25Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,35.5,0.0,0.0,Run,3663919465.0,3663919465,3600.0,everyone,0
12,2.0,2.0,23312763.0,87.5,158.7,3.174,0.0,0.0,1.0,6639.7,2264.0,13.9,6.0,52.2,0.13,garmin_push_4922261985,0.0,0.0,g6474974,1.0,0.0,0.0,3441053485.0,7.0,,,,0.0,a3441053485,}rq}H}pWEDThDETMJ_@Be@H]LeE~@IL@x@VzDFnB\`@NFJCNNDJHxAXbJFz@A|@G|@]xDa@b@cAt@_BzA_@b@Wr@Yj@Mv@C`AYbD]~@CVBv@En@]b@c@`@gAh@gAt@e@RNbA?~@Fz@EtC@nAFx@K~@Ej@AxADzBE~B@~@DbA?x@K~@GbE?|@Mv@c@Lg@DiABuBC{@L{CO[G_C[y@EWBGzB[jBUjCMx@GhA]jDQrBKz@e@FYCkBe@qB]CB_@jBGRi@rDM|B@t@Th@\b@d@T`@ZBz@EhAQz@Ng@BwBKYo@Cc@YSI[Y_@Uk@Qs@K{Bw@e@UwBo@qCiA_@QCEHwCRyBhAaJr@gFHcAF{BAuBEQkACe@Eu@Ao@@OCkA[}AMCE?g@L{AD{@D{ER}DVsBRmCJa@j@iBLsBI_AUqAK{@a@oBIcCI_A?y@f@cApCaGxAuBXo@P[fBcC`@c@D@d@^XNfAt@lAG`@S^W~@YhALb@Vd@Lf@Ch@Tj@?f@JpBThADX?f@T`CHNHXORE\Qb@@p@a@d@Mb@Y^Y`AqA`@]^g@V{@zAeB^m@l@kBZ_@Tk@|@iAZOf@Bh@Gd@KDsAnAQf@SLOJw@^_@|@@f@ClAUPs@E{@IeAF{@Zi@jAK@C?KI_AKy@KeC,189.0,5.1,2092.0,Corona Run XXXV: Failed mile challenge,0.0,2.0,0.0,2.0,2020-05-12T14:52:46Z,2020-05-12T15:52:46Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,11.9,0.0,0.0,Run,3675517447.0,3675517447,3600.0,everyone,0
11,4.0,1.0,23312763.0,84.9,167.0,3.076,0.0,0.0,1.0,8879.6,3031.0,18.2,7.2,52.2,0.13,garmin_push_4925208058,0.0,0.0,g6474974,1.0,0.0,0.0,3444132664.0,11.0,,,,0.0,a3444132664,mtq}HcpWVhCCZYTk@TY\C\Df@Ev@AvBBz@L`AE|@_@Zc@?Kb@AbCB|@C`ARlCBbAc@bE[xEGvBGx@?~@Gz@CxAEr@AlAGrA?J`@~AlClLXbBRt@Zf@`@`@Fz@Ix@Cp@@p@Cz@?~@QzB?~BCx@@~@IbACfC_@|HQlBQjF?|@UlBC`AQxBBL^Tf@LlARnAJd@MbARlACf@Ch@If@Cd@@bAHpBKd@?b@Hf@N`@Pb@h@^XXZb@\bAl@d@Hd@Zp@HhA\d@R^`@fDpAdBlA`CnB~AlA`Ar@b@RtA`@bBLpBDhAId@Kh@Ed@B`@JTd@h@pBl@lDVj@b@ThBf@^f@`@N~BXf@L`@\`@VfAb@`@J`@V^b@C`DEn@w@tI]jCQxBQx@Ut@m@pA}@jAeA|@{@jAa@]Qq@M_AG}@Ks@I}@k@oFE_Aa@uDYg@e@?mBV_ABmAAkAKiABe@AqBHe@EOc@A}@Gc@}AOc@ISGmAQ}Ds@gAM[e@g@KeIkA{Eo@_@Y?{@Dy@NaBLgHDc@d@u@A[GQg@t@Ti@NMb@Qj@OVk@\cIJgDE_@[SUYa@Y_AuA_@Uw@WKIYEWAqABiAHoABiAP]Le@AoAJg@@i@Dc@AiAUe@EcA[Sw@@{@RyBJkBN{B@{@LkCJ}@DmBE{@L{BPyFFuIBaAR}BDeBH}@T_GJ}@\qBhA_FNy@X{BFs@?cADs@n@mDZo@fAo@T[Rs@RoDBw@H}@TsAXoAXq@Pq@\wBN{B?_AWeFc@Fa@MSD_Bl@c@JYo@G_AAaCQmDK_AIc@iAL{Af@e@HY?M_AI{A,183.0,4.0,2887.0,Corona Run XXXVI: Exploring Grantchester,0.0,2.0,0.0,2.0,2020-05-13T11:22:55Z,2020-05-13T12:22:55Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,24.2,0.0,0.0,Run,3678752504.0,3678752504,3600.0,everyone,0
10,0.0,2.0,23312763.0,85.4,141.4,3.332,0.0,0.0,1.0,2669.0,1241.0,12.1,7.8,52.2,0.11,garmin_push_4932142028,0.0,0.0,g6474974,1.0,0.0,0.0,3451529327.0,8.0,,,,0.0,a3451529327,ktq}HkrW^|@T`BJFl@UHEtAa@`@?l@KFBFLl@~CF|@NpDH~@R^b@IfAYb@D`@GDJRnCXnBEx@Kv@k@nDq@jBUv@O|@S~@AdCMxBYj@kAv@[^ALg@lBM`@UvBS`@OtAc@`BMz@YrAOhBZiCW`CGJFw@VqAFB?DQzA@DGd@QNRqBLw@F@Cf@Kz@Qj@D{@RuADCC~@Ur@OZ\gCUtC?EZ{BL[@\UlAMj@EFEG?IN_AP_ABIFE@DAp@_@fBEDBg@\wBFNOz@[hAEA?]d@eCGrCM^GKDk@\cBFAQlAU`AGFCI?I^wBDQFB@FCVQnASh@@s@VcB@zBQ`@By@RuAFID@?Dg@bCGLACJcAX}A@jBSv@EFEq@ZaB,163.0,7.4,801.0,Corona Run XXXVII: 50m sprints,0.0,0.0,0.0,2.0,2020-05-14T15:22:10Z,2020-05-14T16:22:10Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,0.0,0.0,0.0,Run,3686491780.0,3686491780,3600.0,everyone,0
9,0.0,1.0,23312763.0,84.7,166.5,3.054,1.0,0.0,1.0,5008.0,1653.0,12.5,7.0,52.2,0.12,garmin_push_4967085712,0.0,0.0,g6474974,1.0,0.0,0.0,3488554519.0,7.0,,,,0.0,a3488554519,atq}HypW@PH\D`@F`B_@XOFa@DgARgAb@}@H]`@FzBBdCD|@Az@KNcA\y@^Wj@c@`@k@`@}@b@Y\a@t@IL]~@GHWR[j@{@lBm@p@aBzA{@lAe@f@aBr@a@VODc@?aATi@@e@De@Fw@BiANa@@g@FkAg@_@ImBm@a@k@ORc@Sa@e@kBPgAb@g@Je@?eAk@a@_@]g@YP{@rA{@hAu@zAUj@{@|Ai@~AUpBSl@w@p@o@I@LVr@Nx@D`ACdAD\Xn@\dAZnAXrBN`@^j@b@VpADhAb@b@Ld@Hb@Pb@@d@H\?d@Ob@UjAYnAChAUzBW|@Bb@Ed@?h@I`@MjAQf@O~Bg@lAa@jA[b@Gd@Sf@MjAa@d@KhAYb@]f@Cb@Qf@SdAs@`@a@b@O\_@NkAb@Eb@Od@EjAUp@Wp@fBB@pB]h@GLB\Gj@QxAQhA?ZCHYD_A@aADi@Lw@Nq@JI?UJ}@Za@RKbAcALw@L}BByBTu@n@mDTo@t@oDN}@FaA]qF_@_@UDg@RcBh@_@AQy@Ei@QoF?cAUsAIWmAX_@Ji@@kAP,185.0,4.4,1640.0,Corona Run XXXVIII: Running enthusiasm waning,0.0,0.0,0.0,2.0,2020-05-19T11:17:40Z,2020-05-19T12:17:40Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,7.3,0.0,0.0,Run,3725446059.0,3725446059,3600.0,followers_only,0
8,0.0,1.0,23312763.0,82.4,174.2,2.928,0.0,0.0,1.0,9427.7,3470.0,20.4,7.4,52.2,0.12,garmin_push_4970280795,0.0,0.0,g6474974,1.0,0.0,0.0,3492009332.0,9.0,,,,0.0,a3492009332,csq}H_qWJnAL~@Bn@Jf@@j@C^GFqA^Ap@AnBJ~AEj@MJ?`@e@Te@BWf@@zBK`C@|ATrCB`CGp@OvD_BfRDp@^lA^~ARn@tAtGf@jBJj@t@nADz@MvDAlDKfAA|@KnB@~@CfBGxBUbFHx@OxFEz@Qx@SzB_@dDGz@\\f@LnBVf@Bf@Gp@Fl@JrB[pBMv@?jAFb@Fd@Cf@H`@Nd@Z^^r@z@`@\vGlDbCxA`@Bb@PVABId@NfA|@nDfC~@z@dAp@lA`@rBPnA@jAEd@Ev@Oh@Cf@HRNTp@t@|C\vB\f@`@R|@Zz@n@JDn@RzATd@LLDr@l@`@Rb@Jh@DBB`AlBGpCE`AIv@OtBi@tEQ|BU|AOr@Un@Wd@w@lA_A~@W`@]d@y@tASn@W`Ae@bA]j@yBfCc@\gD|Ce@f@AF~A}AfCuCXg@|@cA^e@HOTm@_AFkABqBRu@AwABsGAy@Ea@Ki@CmB@iAAiAIeBBiACk@Ie@AsEBa@QQWcC_G{A{DE{@Dk@SqBAa@MaC?yDKyDAwBK}BA}@D}@P{BByBJwBHy@?cARq@fAe@Zc@TuDH_C?{@N}BAY]a@e@W_AeAa@_@c@[e@Qe@K{AAeBLyCJoBToABkAG_Cc@[C_@_@By@R}BVqBRsBVuD@}BN{D@{BDy@DwDFwBD}@F}BJ}B@{@Aw@FyBGy@^kFV{BNw@Fy@l@gBl@yCTo@Fy@@{@J_APu@H{@Ry@^g@`@]`@c@Zo@Ny@J}@D}@`@_E^wBj@aB`@kBFy@By@G}@]aCG{@ISg@Fg@CoBf@_@WO}@?aAMuFEuBIEi@HyAXg@BeA\CC,193.0,4.0,3220.0,Corona Run XXXIX: New Grantchester loop,0.0,0.0,0.0,2.0,2020-05-21T17:16:35Z,2020-05-21T18:16:35Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,23.6,0.0,0.0,Run,3729096224.0,3729096224,3600.0,followers_only,0
7,1.0,2.0,23312763.0,85.3,168.2,3.033,0.0,0.0,1.0,5006.8,1745.0,12.5,7.0,52.2,0.13,garmin_push_4986652102,0.0,0.0,g6474974,1.0,0.0,0.0,3508754837.0,6.0,,,,0.0,a3508754837,urq}HkqWV|C?NGJYVQHWD[LmARmAf@y@JQRLbDKv@C^@pAEx@]`@]Re@NiAx@SVaAv@w@t@{@fACLWp@eArA_AdB_BzAk@n@MX_AbAg@Pm@Ze@Pe@J]LiAXsBFmA@[?cASc@Ae@Ec@Wg@@e@Ea@WQAg@KQ?QG]Ac@_@i@So@^mAZe@BYHe@Ka@Y_@c@S[a@I]^m@bAaAfAaAjBs@~AUX[l@e@|Ae@f@[d@a@hAL|@@|@J|@RbAD|@Rp@Lv@\j@DVH~@Lb@Nz@^d@^^f@?b@Fd@?d@Bd@Jx@`@|@Vd@H`@X^K\g@`@Yd@E\a@rAa@r@Kd@C\BzAKr@HjAE^GlBg@bA[t@_@f@EpB_@nBy@f@Gd@Md@Y`Bg@t@o@RJb@AdAq@dBw@d@MNYL{@FIf@K`@Mn@_@z@[NIb@?NVf@dBd@IXAb@Of@K`@QXIpAIz@OnANPS?iBH_Ab@gBPoAl@{@f@W`@_@J[Lu@DmA?eBD_A^qCR}@Vq@Pu@p@mDBaA]gF?[GOE?cAh@}@j@[BMAa@]U{BG}BI}@OkDG]c@?c@De@JkAFc@LGAUm@EgB,183.0,5.0,1651.0,Corona Run XXXX: Not a ghost town anymore!,0.0,0.0,0.0,2.0,2020-05-25T11:41:00Z,2020-05-25T12:41:00Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,7.3,0.0,0.0,Run,3746883695.0,3746883695,3600.0,followers_only,0
6,3.0,2.0,23312763.0,84.5,169.8,3.001,0.0,0.0,1.0,5008.1,1674.0,12.5,4.6,52.2,0.13,garmin_push_5012820243,0.0,0.0,g6474974,1.0,0.0,0.0,3536257859.0,5.0,,,,0.0,a3536257859,gtq}H_pWVd@Nh@Dj@I^IFiD~@oBr@UTPjCIn@Gx@Dn@@x@Qv@y@Te@Dc@PkAr@cA|@a@d@m@`AyArCy@pAw@z@]h@s@x@aA|@c@dAc@\w@`@wCv@g@FcABeBN_@GiBc@c@h@kAUe@[c@Mk@EgAaAq@@[HCAWDi@Mg@CQBWJc@Za@?eAs@e@Gc@Ca@^w@dAa@\_@b@Yp@]h@c@Je@S{AsB_@]e@C]a@aBg@]]]i@Cw@g@cAaAqCMmA[gBYq@YsCEw@o@qDUw@Ca@GcC?_FEyCLw@`@_Bf@gCJy@Pw@r@{BXm@|@cAVS\a@^k@f@iAzAuCpBwBr@e@XKXA^^Rr@^lB`@rDVf@XJjAHr@Ab@FZ?\Bd@GJCnAKd@Kh@HNLhAh@jBfA`@XRRhDpCfAbAVC^i@~@cC\[H?jBLd@JbKt@lEb@n@h@b@Nb@ONMj@Kf@ERQbCkCb@]`@[XDp@fBb@hBTr@Rr@Z`DJt@Bz@T~B,186.0,4.0,1669.0,Evening Run,0.0,1.0,0.0,2.0,2020-05-27T17:24:18Z,2020-05-27T18:24:18Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,7.9,0.0,0.0,Run,3775810761.0,3775810761,3600.0,followers_only,
5,2.0,1.0,23312763.0,83.7,147.1,2.972,0.0,0.0,1.0,1470.9,495.0,11.1,7.5,52.2,0.1,garmin_push_5012821760,0.0,0.0,g6474974,1.0,0.0,0.0,3536259296.0,2.0,,,,0.0,a3536259296,{zq}HawVH\Fp@Px@MXAN@`@h@VFXDfBJ|@FzASrCQlAg@rJU|CSvB@d@\nA\nBz@hDd@vBj@pBNx@Rr@\h@Rp@MtBAxBCz@@~@K~@QzDAtCUfGA|@Bx@An@MzBM|@MvBQvBE~@Iz@KdB,164.0,4.2,495.0,Evening Run,0.0,0.0,0.0,2.0,2020-05-28T17:07:01Z,2020-05-28T18:07:01Z,52.2,52.2,0.12,0.12,(GMT+00:00) Europe/London,3.5,0.0,0.0,Run,3775812576.0,3775812576,3600.0,followers_only,
4,0.0,1.0,23312763.0,,,2.987,0.0,0.0,0.0,7018.8,2375.0,19.4,7.2,52.2,0.13,8602db0a-a6df-416d-aac2-f56035b55598-activity.fit,0.0,0.0,g6474974,0.0,0.0,0.0,3526727578.0,4.0,,,,0.0,a3526727578,{wq}HuuR?FLJj@LJA`@NQHBMFKDAZJT@ZN`@G|@Xl@EJKDAl@FTM~AChAKVCPBTE|@ALEJDLC\BbATLJ`@NBDBLBFRDd@b@HZ@P~@ZJHLRDBDFDL@h@Eb@?v@Gx@CfAOjB@RARBj@IfAIZGFSHMACGO\ED[JMJMPGTBn@ElACREDAJ@h@Al@@b@At@Cd@QzA@~A@FDt@C~AHdFCx@@rBDp@FFBPGv@JjAIf@DNFb@JT@L?|@EVHVNT`@jA`@t@Xv@HHTt@d@r@HPFVFLd@rAFDd@Bz@CfBFXEh@@DCb@@l@JlA?\Ep@DZDZC`AHb@LTK`@C`AHd@Jr@FdAAlAGxBF^GlAAv@Ml@BHDzAGb@Fb@CLBJJLIh@qBVu@\u@b@u@PQp@cABWb@]V_@h@i@Vk@Ro@HOLuAAIECI@?Ib@}ARyAPm@JkAFO@m@ME^cBBy@H_@Dc@Cw@TyAM_@MIE@[KMKQWSAe@FEC]_@YIO][SSGGJk@CMCQMMAIIK@EFKKe@MQW]Uu@SYQYCSKa@m@Ic@Go@Mm@Em@_@sAC[Oe@C?AFQIM@e@Qg@FULYEACm@Ho@DUAEHG?OAa@Os@BIESA_BWMMSEe@UUQa@a@_@m@AIMCe@YMCi@e@QWMKYMU[_@Oi@_@UCw@a@KCg@Y[IGF_@_@IME_@Jk@FQHaA\qBDIDSDEBi@Ni@?e@B[AQKMIAGKCB?IECOAq@]i@_@Wa@ESDs@Z{BJ[HA@EE?K[WYSGKNGE]mAMSQm@U[Yu@OWGEUm@[SUGOIMQESEEE?KOCQCY]eAEg@]y@Oo@C@SaAM_@Gi@IQIg@?IFGIQKG[i@@IAUIQCe@E_@AmACMKAKa@OsBEUEeBKYXa@RKFK?IGO?MP]AUE]PaCF]Du@EkAOYMk@?gAAWUs@IAIH@CSwAi@cAIYk@_AOEE@ED_AFEDELIBWGo@@KNCLIHGCGKEs@@_ANg@Tk@?c@f@}@VKFMf@_@^c@B_@My@Nc@NqAJa@BYAYBWJk@Te@DO@w@L{@b@{@Bm@Tc@Vu@P{A@o@C_@KYUcCGa@CGCC@MCQM[ICi@LsBx@[@CCOc@GwAE_@A{@Ea@@SGa@Dk@MyAGUBC@I@a@o@GYB,,7.0,2350.0,Evening Run,0.0,0.0,0.0,2.0,2020-05-28T17:16:40Z,2020-05-28T18:16:40Z,52.2,52.2,0.1,0.1,(GMT+00:00) Europe/London,18.6,0.0,0.0,Run,3765791648.0,3765791648,3600.0,followers_only,0
3,4.0,2.0,23312763.0,83.3,171.7,2.87,0.0,0.0,1.0,9116.7,3176.0,19.2,7.1,52.2,0.13,garmin_push_5054032453,0.0,0.0,g6474974,1.0,0.0,0.0,3578381922.0,6.0,,,,0.0,a3578381922,csq}HkpWRJDJJn@Bn@Mj@OLGZUFKF?j@FtBP|B?xBUl@c@Rg@Da@XCz@Jz@?nBE|@JxBRz@@p@Ct@[nDEvAg@tDI`Ba@p@Kp@QdCM|@Gx@Jv@x@~CfAjF^tANt@Df@RpAj@t@HRJx@IpDA|DG|@O|DEdCIvCAz@IxB?~@G|BEdDE|@a@nD]rBMrBFH`@JvB^hAD^Ab@Lf@EjAAv@K`@Mb@E~@CjAGfBEh@Ff@Nd@Zt@r@|@dAlA`@b@VjBpAjBfAtCrAb@A`@J|AdAXL~CfCdAp@`Ar@b@PhAPrADzBGjAOf@?hAFLL^pA`@jBTzAPv@\\d@PpA`@b@Z`@TlAVd@Df@LPH`@b@`@TnCv@Zd@Cz@Ix@EpCg@rFkAhJQv@Yj@]f@_@b@]d@oCbEWl@s@rB[l@C@MKSFe@A[BkACuBFqD?wADwC?oAQc@AgAFg@?iBUS?kAHqAEgABe@Ci@?_D@a@YWk@eAyCq@wAUo@q@yAUo@Cw@B_AI}@EcBMyBG{AGcGC{@E{DE{@B}@PqCHeDLuB@aAVm@hAc@POLu@L{BH{DHaCZg@b@P`@Rf@Bh@Zb@JN@d@LDKp@_GZcBH}@As@c@Me@SgAw@Kw@F}@XwBC{@]g@a@U_@[w@qA_@w@s@iAmAo@Uo@YoA[iAc@gBa@aCgAoEu@qHG}@M{@Cg@Xm@Rq@P_BL_CFy@@{@I{@I}@a@eBYo@Ka@Yq@qA{Be@Gg@Nc@DqAZU@GEAcAl@uDTo@`BmAVq@RwBD}B`@qB@c@Rs@Xq@h@eBVwBF{@B}@Iw@Qy@]uCk@Vg@Ei@FeAd@SCOqA?aAEcCUwFQOmAVsBn@o@HK{@GaA,190.0,4.0,3176.0,Evening Run,0.0,3.0,0.0,2.0,2020-06-02T17:09:02Z,2020-06-02T18:09:02Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,23.9,0.0,0.0,Run,3820449307.0,3820449307,3600.0,followers_only,
2,2.0,1.0,23312763.0,85.0,171.2,3.294,0.0,0.0,1.0,5009.6,1619.0,20.7,7.4,52.2,0.13,garmin_push_5054035091,0.0,0.0,g6474974,1.0,0.0,0.0,3578384847.0,3.0,,,,0.0,a3578384847,}sq}HqpWDk@Cs@Gw@IMGqB[gAW_@Wo@SoAUg@YwAEEWQwAxAa@ToCrC]b@c@VWG_@g@sA_CiB}D}CeD]k@{@eAYk@Qu@Mw@Ey@Cy@Tw@Fe@VgARk@^{ARoAPu@lAqDPw@jAaDlAkEb@kBdAqCl@yCPk@P]f@oB\aBLy@l@iDd@gBTs@jAqIf@yB@YEKc@]c@I]@]Gy@g@M]WGs@Ia@k@c@g@c@Ie@Qe@ISIKa@e@UiAa@WWa@w@QKg@Q]Bc@LGHK\UVa@Ra@DiAh@[@i@IoAy@c@g@gAa@[UcA}@o@e@m@YeCoBcAo@a@[c@q@Qu@OYc@PO^F_@d@SJ@HJN|@\j@^\P?b@L\Fj@^nBdAb@`@`@d@f@Jb@ZfAl@^Xd@Td@^^`@\RjA?ZMd@G`AFb@J`@\lB|@TNbBfBb@Dd@Nb@Tb@d@`@Zf@Vd@DNLlAb@b@Z^l@h@l@DXEj@FX?h@CXc@pBeAxDkAzFy@fCSr@I|@Y~@Mr@Iz@DR^Vd@b@fBt@b@^bE`Cd@^Lr@PnDJlFIfA,198.0,5.6,1521.0,Lunch Run,0.0,2.0,0.0,2.0,2020-06-04T11:12:02Z,2020-06-04T12:12:02Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,22.1,0.0,0.0,Run,3820452354.0,3820452354,3600.0,followers_only,
1,3.0,1.0,23312763.0,84.8,152.9,3.361,0.0,0.0,1.0,2769.1,5433.0,21.7,7.7,52.22,0.11,garmin_push_5124423797,0.0,0.0,g6474974,1.0,0.0,0.0,3650213105.0,0.0,,,,0.0,a3650213105,ysq}H_qWJt@LdB?PI^KFmA^QJmAP]CQFaAl@GPKf@?RR|D@nAGz@c@XkA^eAj@a@b@aBhA[d@Yh@s@bB_@d@cBnCsBbCeA`Aa@TcA`AOFg@FeBd@sBJc@Jc@DkADg@GsBGe@W_@Ka@Wa@_@a@We@Nc@Ye@?SBi@AmA`@g@AaAw@uAK[Oc@Xe@T_BjBwB|Dw@rB}@dBi@x@WV_AxAgApBu@jAMVe@f@a@ZgBt@_@X_@f@uA`C{@rBMb@e@|@_@NgAy@u@[[m@WcAg@{Ag@iBa@iBQgAGi@S]m@Kg@O,196.0,4.8,824.0,Afternoon Run,0.0,0.0,0.0,2.0,2020-06-09T16:09:22Z,2020-06-09T17:09:22Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,13.7,0.0,0.0,Run,3896912390.0,3896912390,3600.0,followers_only,
0,0.0,1.0,23312763.0,83.6,169.0,2.818,0.0,0.0,1.0,5006.8,1925.0,12.5,6.4,52.2,0.13,garmin_push_5147627292,0.0,0.0,g6474974,1.0,0.0,0.0,3673509552.0,4.0,,,,0.0,a3673509552,isq}HwrWCj@RlBYh@oA`@e@Hc@Re@JgAJc@JCL@vBEfAHzCMp@e@TQD{Al@i@\a@`@]p@c@Xa@b@}@jAu@`B[f@Wl@UT_@h@iBjBe@XORWl@QR{@j@SHa@VaA\g@He@N_@RqBPc@?m@CcBOqA[WCg@QgAg@a@IyAIcBOaAd@}@A{@YOQOCg@Wg@N_@\a@d@aAbA[h@m@~A[h@_@d@Up@Kx@a@^a@~@c@lATxACfAEz@@b@AZl@`Bh@jBNt@F`AH^Zl@VZ`@RH@f@Ff@Cb@JP?z@^b@JhAj@d@P`@UNOd@[nAk@jAGnA[~@Ef@AzAMr@BbAOp@Ib@O`AQlDmAtD{@r@[fBc@b@UJQ`@ILDLE|@a@j@i@|B}@Na@Nu@FGfBg@lAU`@QRCFH\vAPZb@@bAQd@EhASb@AhASb@Ab@FZ@Hg@B_CRyAJa@N[J}@Zo@t@g@^[Vq@LqBHgDr@}Dn@_BRq@\uBDo@@eAE_AOwBKy@EEe@RIAe@OK@e@Nc@Te@HUk@G}@E_CI{BY_DK?kAVi@FSAg@Dc@J_@oDRO,192.0,3.8,1777.0,Afternoon Run,0.0,0.0,0.0,2.0,2020-06-25T12:06:57Z,2020-06-25T13:06:57Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,5.5,0.0,0.0,Run,3922240387.0,3922240387,3600.0,followers_only,0.0
